"covariateId","columnId","covariateName","analysisId","conceptId","included","covariateValue"
200143201,2106,"condition_era any time prior through 0 days relative to index: Diaphragmatic hernia with gangrene",201,200143,1,0
200147201,2107,"condition_era any time prior through 0 days relative to index: Atrophy of prostate",201,200147,1,0
200148201,2108,"condition_era any time prior through 0 days relative to index: Seminal vesiculitis",201,200148,1,0
200150201,2109,"condition_era any time prior through 0 days relative to index: Female hematocele",201,200150,1,0
200154201,2110,"condition_era any time prior through 0 days relative to index: Fistula of gallbladder",201,200154,1,0
200160201,2111,"condition_era any time prior through 0 days relative to index: Premature rupture of membranes - delivered",201,200160,1,0
200164201,2112,"condition_era any time prior through 0 days relative to index: Diaper rash",201,200164,1,0
200169201,2113,"condition_era any time prior through 0 days relative to index: Pruritus ani",201,200169,1,0
200174201,2114,"condition_era any time prior through 0 days relative to index: Disorder of skin AND/OR subcutaneous tissue",201,200174,1,0.000591194931256226
200200201,2115,"condition_era any time prior through 0 days relative to index: Lumbar spina bifida with hydrocephalus",201,200200,1,0
200215201,2116,"condition_era any time prior through 0 days relative to index: Abdominal rigidity",201,200215,1,0
200219201,2117,"condition_era any time prior through 0 days relative to index: Abdominal pain",201,200219,1,0.00168977037576818
200252201,2118,"condition_era any time prior through 0 days relative to index: Injury of tail of pancreas with open wound into abdominal cavity",201,200252,1,0
200263201,2119,"condition_era any time prior through 0 days relative to index: Burn of vagina AND/OR uterus",201,200263,1,0
200319201,2120,"condition_era any time prior through 0 days relative to index: Herpetic infection of penis",201,200319,1,0
200338201,2121,"condition_era any time prior through 0 days relative to index: Nodular lymphoma of intra-abdominal lymph nodes",201,200338,1,0
200343201,2122,"condition_era any time prior through 0 days relative to index: Malignant lymphoma of spleen",201,200343,1,0.000193535457287958
200349201,2123,"condition_era any time prior through 0 days relative to index: Malignant lymphoma of intra-abdominal lymph nodes",201,200349,1,0.000125745260222082
200355201,2124,"condition_era any time prior through 0 days relative to index: Hodgkin's disease of intra-abdominal lymph nodes",201,200355,1,0
200440201,2125,"condition_era any time prior through 0 days relative to index: Bile peritonitis",201,200440,1,0
200444201,2126,"condition_era any time prior through 0 days relative to index: Postcholecystectomy syndrome",201,200444,1,0
200447201,2127,"condition_era any time prior through 0 days relative to index: Gastrointestinal complication",201,200447,1,0
200450201,2128,"condition_era any time prior through 0 days relative to index: Disorder of urethra",201,200450,1,0
200451201,2129,"condition_era any time prior through 0 days relative to index: Chronic passive congestion of liver",201,200451,1,0
200452201,2130,"condition_era any time prior through 0 days relative to index: Disorder of female genital organs",201,200452,1,0
200458201,2131,"condition_era any time prior through 0 days relative to index: Acquired atrophy of ovary and fallopian tube",201,200458,1,0
200461201,2132,"condition_era any time prior through 0 days relative to index: Endometriosis of uterus",201,200461,1,0
200485201,2133,"condition_era any time prior through 0 days relative to index: Pressure ulcer of buttock",201,200485,1,0.000529684048712766
200528201,2134,"condition_era any time prior through 0 days relative to index: Ascites",201,200528,1,0.000716921153203894
200579201,2135,"condition_era any time prior through 0 days relative to index: Superficial injury of hip without infection",201,200579,1,0
200588201,2136,"condition_era any time prior through 0 days relative to index: Injury of abdomen",201,200588,1,0
200611201,2137,"condition_era any time prior through 0 days relative to index: Injury of superficial nerves of head AND/OR neck",201,200611,1,0
200616201,2138,"condition_era any time prior through 0 days relative to index: Complication of transplanted liver",201,200616,1,0
200618201,2139,"condition_era any time prior through 0 days relative to index: Postoperative shock",201,200618,1,0
200644201,2140,"condition_era any time prior through 0 days relative to index: Mumps polyneuropathy",201,200644,1,0
200652201,2141,"condition_era any time prior through 0 days relative to index: Visceral leishmaniasis",201,200652,1,0
200656201,2142,"condition_era any time prior through 0 days relative to index: Echinococcus granulosus infection of liver",201,200656,1,0
200657201,2143,"condition_era any time prior through 0 days relative to index: Trichomonal urethritis",201,200657,1,0
200659201,2144,"condition_era any time prior through 0 days relative to index: Reticulosarcoma of intra-abdominal lymph nodes",201,200659,1,0
200660201,2145,"condition_era any time prior through 0 days relative to index: Reticulosarcoma of lymph nodes of inguinal region and lower limb",201,200660,1,0
200662201,2146,"condition_era any time prior through 0 days relative to index: Lymphosarcoma",201,200662,1,0
200667201,2147,"condition_era any time prior through 0 days relative to index: Malignant mast cell tumor of intrapelvic lymph nodes",201,200667,1,0
200670201,2148,"condition_era any time prior through 0 days relative to index: Benign neoplasm of male genital organ",201,200670,1,0
200675201,2149,"condition_era any time prior through 0 days relative to index: Neoplasm of uncertain behavior of ovary",201,200675,1,0
200677201,2150,"condition_era any time prior through 0 days relative to index: Hyperestrogenism",201,200677,1,0
200680201,2151,"condition_era any time prior through 0 days relative to index: Neoplasm of bladder",201,200680,1,0.000137431099156025
200687201,2152,"condition_era any time prior through 0 days relative to index: Renal disorder associated with type 1 diabetes mellitus",201,200687,1,0.000237385879717624
200757201,2153,"condition_era any time prior through 0 days relative to index: Abscess of peritoneum",201,200757,1,2.69605955084538e-05
200761201,2154,"condition_era any time prior through 0 days relative to index: Retroperitoneal abscess",201,200761,1,0
200762201,2155,"condition_era any time prior through 0 days relative to index: Autoimmune hepatitis",201,200762,1,0
200763201,2156,"condition_era any time prior through 0 days relative to index: Chronic hepatitis",201,200763,1,4.11103028205602e-05
200765201,2157,"condition_era any time prior through 0 days relative to index: Chronic cholecystitis",201,200765,1,0
200766201,2158,"condition_era any time prior through 0 days relative to index: Ureteric fistula",201,200766,1,0
200769201,2159,"condition_era any time prior through 0 days relative to index: Chronic gastric ulcer without hemorrhage, without perforation AND without obstruction",201,200769,1,0
200771201,2160,"condition_era any time prior through 0 days relative to index: Peptic ulcer without hemorrhage AND without perforation but with obstruction",201,200771,1,0
200774201,2161,"condition_era any time prior through 0 days relative to index: Detrusor and sphincter dyssynergia",201,200774,1,0
200775201,2162,"condition_era any time prior through 0 days relative to index: Endometrial hyperplasia",201,200775,1,0.000114201193448463
200779201,2163,"condition_era any time prior through 0 days relative to index: Polyp of corpus uteri",201,200779,1,0
200780201,2164,"condition_era any time prior through 0 days relative to index: Disorder of uterus",201,200780,1,0
200781801,2165,"observation any time prior through 0 days relative to index: Unilateral small kidney",801,200781,1,0
200784201,2166,"condition_era any time prior through 0 days relative to index: Placental condition affecting management of mother",201,200784,1,0
200831201,2167,"condition_era any time prior through 0 days relative to index: Congenital anomaly of penis",201,200831,1,0
200836201,2168,"condition_era any time prior through 0 days relative to index: Congenital anomaly of gastrointestinal tract",201,200836,1,0
200837201,2169,"condition_era any time prior through 0 days relative to index: Congenital anomaly of fixation of intestine",201,200837,1,0
200845201,2170,"condition_era any time prior through 0 days relative to index: Urgent desire to urinate",201,200845,1,0.000589703293192376
200848201,2171,"condition_era any time prior through 0 days relative to index: Dribbling of urine",201,200848,1,8.05054734594003e-05
200871201,2172,"condition_era any time prior through 0 days relative to index: Injury of multiple intra-abdominal organs with open wound into abdominal cavity",201,200871,1,0
200877201,2173,"condition_era any time prior through 0 days relative to index: Bilateral traumatic amputation of legs at any level with complication",201,200877,1,0.000144157090416835
200881201,2174,"condition_era any time prior through 0 days relative to index: Injury of iliac artery",201,200881,1,0
200882201,2175,"condition_era any time prior through 0 days relative to index: Injury of uterine vein",201,200882,1,0
200906201,2176,"condition_era any time prior through 0 days relative to index: Complication of transplanted intestines",201,200906,1,0
200959201,2177,"condition_era any time prior through 0 days relative to index: Secondary malignant neoplasm of intrapelvic lymph nodes",201,200959,1,0.000167790202147285
200963201,2178,"condition_era any time prior through 0 days relative to index: Primary malignant neoplasm of paraurethral glands",201,200963,1,0
200970201,2179,"condition_era any time prior through 0 days relative to index: Carcinoma in situ of prostate",201,200970,1,0.000475462882305757
200974201,2180,"condition_era any time prior through 0 days relative to index: Carcinoma in situ of stomach",201,200974,1,0
201043201,2181,"condition_era any time prior through 0 days relative to index: Iliac dissection",201,201043,1,0
201045201,2182,"condition_era any time prior through 0 days relative to index: Thrombosed external hemorrhoids",201,201045,1,0
201059201,2183,"condition_era any time prior through 0 days relative to index: Hypertrophic gastritis",201,201059,1,0.000116684658887112
201066201,2184,"condition_era any time prior through 0 days relative to index: Obstruction of bile duct",201,201066,1,0.000210129957341145
201069201,2185,"condition_era any time prior through 0 days relative to index: Peptic ulcer without hemorrhage, without perforation AND without obstruction",201,201069,1,0.0004550194166526
201070201,2186,"condition_era any time prior through 0 days relative to index: Cholelithiasis AND cholecystitis without obstruction",201,201070,1,0.000351388130364965
201072201,2187,"condition_era any time prior through 0 days relative to index: Benign prostatic hypertrophy without outflow obstruction",201,201072,1,0.00132204246814824
201078201,2188,"condition_era any time prior through 0 days relative to index: Atrophic vaginitis",201,201078,1,0.000445772405159839
201083201,2189,"condition_era any time prior through 0 days relative to index: Fetal AND/OR placental disorder affecting management of mother",201,201083,1,0
201093201,2190,"condition_era any time prior through 0 days relative to index: Infection of skin AND/OR subcutaneous tissue",201,201093,1,4.56823391691846e-05
201110201,2191,"condition_era any time prior through 0 days relative to index: Congenital anomaly of vagina",201,201110,1,0
201111201,2192,"condition_era any time prior through 0 days relative to index: Renal dysplasia",201,201111,1,0
201125201,2193,"condition_era any time prior through 0 days relative to index: Congenital anomaly of abdominal wall",201,201125,1,0
201131201,2194,"condition_era any time prior through 0 days relative to index: Pelvic mass",201,201131,1,0.000309880025987545
201157201,2195,"condition_era any time prior through 0 days relative to index: Injury of diaphragm without open wound into cavity",201,201157,1,0
201167201,2196,"condition_era any time prior through 0 days relative to index: Injury of hepatic artery",201,201167,1,0
201211201,2197,"condition_era any time prior through 0 days relative to index: Herpetic vulvovaginitis",201,201211,1,0
201214201,2198,"condition_era any time prior through 0 days relative to index: Toxic shock syndrome",201,201214,1,0
201218201,2199,"condition_era any time prior through 0 days relative to index: Epidemic vomiting syndrome",201,201218,1,0
201221201,2200,"condition_era any time prior through 0 days relative to index: Intestinal helminthiasis",201,201221,1,0
201231201,2201,"condition_era any time prior through 0 days relative to index: Malignant neoplasm of connective and soft tissue of pelvis",201,201231,1,0
201238201,2202,"condition_era any time prior through 0 days relative to index: Primary malignant neoplasm of female genital organ",201,201238,1,0
201240201,2203,"condition_era any time prior through 0 days relative to index: Secondary malignant neoplasm of female genital organ",201,201240,1,0
201254201,2204,"condition_era any time prior through 0 days relative to index: Type 1 diabetes mellitus",201,201254,1,0.00167004240211915
201257201,2205,"condition_era any time prior through 0 days relative to index: Disorder of endocrine ovary",201,201257,1,4.11658706000163e-05
201265201,2206,"condition_era any time prior through 0 days relative to index: Disorder of spleen",201,201265,1,0
201313201,2207,"condition_era any time prior through 0 days relative to index: Hypertensive renal disease",201,201313,1,0
201332201,2208,"condition_era any time prior through 0 days relative to index: Alveolitis of jaw",201,201332,1,0
201337201,2209,"condition_era any time prior through 0 days relative to index: Disorder of bladder",201,201337,1,0.000449883189654764
201340201,2210,"condition_era any time prior through 0 days relative to index: Gastritis",201,201340,1,0.000597192450859755
201341201,2211,"condition_era any time prior through 0 days relative to index: Incisional hernia with obstruction but no gangrene",201,201341,1,0
201344201,2212,"condition_era any time prior through 0 days relative to index: Intestinovesical fistula",201,201344,1,0
201345201,2213,"condition_era any time prior through 0 days relative to index: Bladder fistula",201,201345,1,3.5859181102932e-05
201346201,2214,"condition_era any time prior through 0 days relative to index: Edema of penis",201,201346,1,0
201347201,2215,"condition_era any time prior through 0 days relative to index: Pelvic congestion syndrome",201,201347,1,0
201352201,2216,"condition_era any time prior through 0 days relative to index: Gallbladder calculus with acute cholecystitis and obstruction",201,201352,1,9.55051254143732e-05
201353201,2217,"condition_era any time prior through 0 days relative to index: Irradiation cystitis",201,201353,1,0.000301880489878013
201354201,2218,"condition_era any time prior through 0 days relative to index: Infertility due to extratesticular cause",201,201354,1,0
201355201,2219,"condition_era any time prior through 0 days relative to index: Erosion and ectropion of the cervix",201,201355,1,0
201388201,2220,"condition_era any time prior through 0 days relative to index: Congenital uterine anomaly",201,201388,1,0
201397201,2221,"condition_era any time prior through 0 days relative to index: Prune belly syndrome",201,201397,1,0
201449801,2222,"observation any time prior through 0 days relative to index: Unilateral traumatic amputation of leg below knee without complication",801,201449,1,0
201453201,2223,"condition_era any time prior through 0 days relative to index: Third degree burn of abdominal wall",201,201453,1,0
201461201,2224,"condition_era any time prior through 0 days relative to index: Disorder affecting transplanted structure",201,201461,1,0.00053475298850338
201478201,2225,"condition_era any time prior through 0 days relative to index: Traumatic shock",201,201478,1,3.02523023806777e-05
201517201,2226,"condition_era any time prior through 0 days relative to index: Primary malignant neoplasm of urachus",201,201517,1,0.000123039672590818
201527201,2227,"condition_era any time prior through 0 days relative to index: Neoplasm of uncertain behavior of prostate",201,201527,1,4.07164615288563e-05
201530201,2228,"condition_era any time prior through 0 days relative to index: Type 2 diabetes mellitus with hyperosmolar coma",201,201530,1,0.000376070710651268
201531201,2229,"condition_era any time prior through 0 days relative to index: Type 1 diabetes mellitus with hyperosmolar coma",201,201531,1,4.67889409876157e-05
201603201,2230,"condition_era any time prior through 0 days relative to index: Disorder of teeth AND/OR supporting structures",201,201603,1,0
201606201,2231,"condition_era any time prior through 0 days relative to index: Crohn's disease",201,201606,1,8.21643922704851e-05
201612201,2232,"condition_era any time prior through 0 days relative to index: Alcoholic liver damage",201,201612,1,0
201614201,2233,"condition_era any time prior through 0 days relative to index: Calculus of bile duct with cholecystitis",201,201614,1,0.000281368312356968
201616201,2234,"condition_era any time prior through 0 days relative to index: Urethral instability",201,201616,1,0
201617201,2235,"condition_era any time prior through 0 days relative to index: Prostatic cyst",201,201617,1,0.000103720970628068
201618201,2236,"condition_era any time prior through 0 days relative to index: Disorder of intestine",201,201618,1,0.000193092545634191
201620201,2237,"condition_era any time prior through 0 days relative to index: Kidney stone",201,201620,1,0.00201170281494807
201621201,2238,"condition_era any time prior through 0 days relative to index: Chronic cystitis",201,201621,1,0.000315405812642227
201625201,2239,"condition_era any time prior through 0 days relative to index: Malposition of uterus",201,201625,1,0
201626201,2240,"condition_era any time prior through 0 days relative to index: Mittelschmerz",201,201626,1,0
201633201,2241,"condition_era any time prior through 0 days relative to index: Cystitis cystica",201,201633,1,0.00018152146889237
201635201,2242,"condition_era any time prior through 0 days relative to index: Female infertility of uterine origin",201,201635,1,0
201675201,2243,"condition_era any time prior through 0 days relative to index: Polycystic kidney disease, infantile type",201,201675,1,0
201688201,2244,"condition_era any time prior through 0 days relative to index: Delay when starting to pass urine",201,201688,1,3.91821844263736e-05
201717201,2245,"condition_era any time prior through 0 days relative to index: Heart laceration with open wound into thorax, with penetration of heart chambers",201,201717,1,0
201727201,2246,"condition_era any time prior through 0 days relative to index: Superficial injury of trunk without infection",201,201727,1,0
201779201,2247,"condition_era any time prior through 0 days relative to index: Tuberculosis of adrenal glands",201,201779,1,0
201792201,2248,"condition_era any time prior through 0 days relative to index: Nongonococcal urethritis",201,201792,1,0
201801201,2249,"condition_era any time prior through 0 days relative to index: Primary malignant neoplasm of fallopian tube",201,201801,1,0
201807201,2250,"condition_era any time prior through 0 days relative to index: Burkitt's tumor of intra-abdominal lymph nodes",201,201807,1,0
201810201,2251,"condition_era any time prior through 0 days relative to index: Lymphosarcoma of intrapelvic lymph nodes",201,201810,1,0
201813201,2252,"condition_era any time prior through 0 days relative to index: Mycosis fungoides of intra-abdominal lymph nodes",201,201813,1,0
201817201,2253,"condition_era any time prior through 0 days relative to index: Benign neoplasm of female genital organ",201,201817,1,0
201820201,2254,"condition_era any time prior through 0 days relative to index: Diabetes mellitus",201,201820,1,0
201823201,2255,"condition_era any time prior through 0 days relative to index: Benign neoplasm of penis",201,201823,1,0
201824201,2256,"condition_era any time prior through 0 days relative to index: Benign neoplasm of bladder",201,201824,1,0
201826201,2257,"condition_era any time prior through 0 days relative to index: Type 2 diabetes mellitus",201,201826,1,0.0015245105614899
201837201,2258,"condition_era any time prior through 0 days relative to index: Abnormality of secretion of glucagon",201,201837,1,0
201885201,2259,"condition_era any time prior through 0 days relative to index: Chronic gastric ulcer with hemorrhage AND with obstruction",201,201885,1,0
201894201,2260,"condition_era any time prior through 0 days relative to index: Acute vascular insufficiency of intestine",201,201894,1,0.000366768356270049
201899801,2261,"observation any time prior through 0 days relative to index: Unilateral recurrent inguinal hernia",801,201899,1,4.32397012654704e-05
201900201,2262,"condition_era any time prior through 0 days relative to index: Neurogenic bowel",201,201900,1,8.34239998251644e-05
201901201,2263,"condition_era any time prior through 0 days relative to index: Abscess of liver",201,201901,1,7.12888809981187e-05
201905201,2264,"condition_era any time prior through 0 days relative to index: Constipation by outlet obstruction",201,201905,1,5.96037592264331e-05
201907201,2265,"condition_era any time prior through 0 days relative to index: Edema of male genital organs",201,201907,1,0
201908201,2266,"condition_era any time prior through 0 days relative to index: Chronic pyelonephritis with medullary necrosis",201,201908,1,0.000180828218971407
201909201,2267,"condition_era any time prior through 0 days relative to index: Female infertility",201,201909,1,0
201913201,2268,"condition_era any time prior through 0 days relative to index: Torsion of the ovary, ovarian pedicle or fallopian tube",201,201913,1,0
201914201,2269,"condition_era any time prior through 0 days relative to index: Premenopausal menorrhagia",201,201914,1,3.92865407951129e-05
201951201,2270,"condition_era any time prior through 0 days relative to index: Gonadal dysgenesis",201,201951,1,0
201954201,2271,"condition_era any time prior through 0 days relative to index: Congenital penoscrotal transposition",201,201954,1,0
201956201,2272,"condition_era any time prior through 0 days relative to index: Congenital anomaly of lower limb",201,201956,1,0
201965201,2273,"condition_era any time prior through 0 days relative to index: Shock",201,201965,1,0.000280530952386584
201986201,2274,"condition_era any time prior through 0 days relative to index: Injury of gastrointestinal tract with open wound into abdominal cavity",201,201986,1,0
201990201,2275,"condition_era any time prior through 0 days relative to index: Injury of rectum with open wound into abdominal cavity",201,201990,1,0
201995201,2276,"condition_era any time prior through 0 days relative to index: Contusion of multiple sites of lower limb",201,201995,1,0
201996201,2277,"condition_era any time prior through 0 days relative to index: Internal injury of abdominal organs with open wound into cavity",201,201996,1,0
201998801,2278,"observation any time prior through 0 days relative to index: Unilateral traumatic amputation of leg at OR above knee without complication",801,201998,1,7.53024849702868e-05
202001201,2279,"condition_era any time prior through 0 days relative to index: Contusion of interscapular region",201,202001,1,0
252280201,2280,"condition_era any time prior through 0 days relative to index: Neoplasm of respiratory tract",201,252280,1,0
252348201,2281,"condition_era any time prior through 0 days relative to index: Chronic pulmonary radiation disease",201,252348,1,0
252442201,2282,"condition_era any time prior through 0 days relative to index: Neonatal aspiration of blood",201,252442,1,0
252477201,2283,"condition_era any time prior through 0 days relative to index: Extradural hemorrhage following injury without open intracranial wound",201,252477,1,0
252548201,2284,"condition_era any time prior through 0 days relative to index: Anthrax pneumonia",201,252548,1,0
252552201,2285,"condition_era any time prior through 0 days relative to index: Ornithosis with pneumonia",201,252552,1,0
252655201,2286,"condition_era any time prior through 0 days relative to index: Group B streptococcal pneumonia",201,252655,1,0
252658201,2287,"condition_era any time prior through 0 days relative to index: Intrinsic asthma without status asthmaticus",201,252658,1,6.31657784396488e-05
252663201,2288,"condition_era any time prior through 0 days relative to index: Pneumonitis due to inhalation of food or vomitus",201,252663,1,0.000486955679954587
252758201,2289,"condition_era any time prior through 0 days relative to index: Late effect of fracture of skull AND/OR face bones",201,252758,1,0
252840201,2290,"condition_era any time prior through 0 days relative to index: Primary malignant neoplasm of upper respiratory tract",201,252840,1,0
252911201,2291,"condition_era any time prior through 0 days relative to index: Disorder of visual cortex associated with inflammatory disorder",201,252911,1,0
253009201,2292,"condition_era any time prior through 0 days relative to index: Thoracogenic scoliosis",201,253009,1,0
253234201,2293,"condition_era any time prior through 0 days relative to index: Upper respiratory inflammation due to fumes AND/OR vapors",201,253234,1,0
253328201,2294,"condition_era any time prior through 0 days relative to index: Abnormal visual evoked potential",201,253328,1,0
253481201,2295,"condition_era any time prior through 0 days relative to index: Disorder of visual cortex associated with vascular disorder",201,253481,1,0
253482201,2296,"condition_era any time prior through 0 days relative to index: Cortical blindness",201,253482,1,0
253549201,2297,"condition_era any time prior through 0 days relative to index: Disorder of connective tissue",201,253549,1,3.95037244346594e-05
253607201,2298,"condition_era any time prior through 0 days relative to index: Multiple closed fractures of skull AND/OR face without intracranial injury",201,253607,1,0
253717201,2299,"condition_era any time prior through 0 days relative to index: Secondary malignant neoplasm of respiratory tract",201,253717,1,0
253788201,2300,"condition_era any time prior through 0 days relative to index: Nasal polyp",201,253788,1,3.51411064988861e-05
253790201,2301,"condition_era any time prior through 0 days relative to index: Pneumonia due to Klebsiella pneumoniae",201,253790,1,5.76969584206458e-05
253815201,2302,"condition_era any time prior through 0 days relative to index: Ulceration of vulva",201,253815,1,0
253896201,2303,"condition_era any time prior through 0 days relative to index: Traumatic pneumothorax without open wound into thorax",201,253896,1,0
253954201,2304,"condition_era any time prior through 0 days relative to index: Pulmonary tuberculosis",201,253954,1,0
253977201,2305,"condition_era any time prior through 0 days relative to index: Overlapping malignant neoplasm of accessory sinuses",201,253977,1,0
254058201,2306,"condition_era any time prior through 0 days relative to index: Acute bronchiolitis due to respiratory syncytial virus",201,254058,1,0.000242537461078726
254061201,2307,"condition_era any time prior through 0 days relative to index: Pleural effusion",201,254061,1,0.000307375045759562
254062201,2308,"condition_era any time prior through 0 days relative to index: Acute chest syndrome",201,254062,1,0.000424380455028872
254068201,2309,"condition_era any time prior through 0 days relative to index: Disorder of upper respiratory system",201,254068,1,0
254163201,2310,"condition_era any time prior through 0 days relative to index: Pulmonary aspiration of gastric contents",201,254163,1,0
254177201,2311,"condition_era any time prior through 0 days relative to index: Multiple closed fractures of skull AND/OR face with subarachnoid, subdural AND/OR extradural hemorrhage",201,254177,1,0
254213201,2312,"condition_era any time prior through 0 days relative to index: Crush injury, face, scalp and neck",201,254213,1,0
254320201,2313,"condition_era any time prior through 0 days relative to index: Cystic fibrosis of the lung",201,254320,1,0
254361201,2314,"condition_era any time prior through 0 days relative to index: Disorder of visual pathways associated with vascular disorder",201,254361,1,0
254387201,2315,"condition_era any time prior through 0 days relative to index: Upper respiratory tract hypersensitivity reaction",201,254387,1,3.97528924002091e-05
254390201,2316,"condition_era any time prior through 0 days relative to index: Neoplastic pleural effusion",201,254390,1,0
254443201,2317,"condition_era any time prior through 0 days relative to index: Sj+¦gren's syndrome",201,254443,1,0
254514201,2318,"condition_era any time prior through 0 days relative to index: Contusion of lung without open wound into thorax",201,254514,1,0
254561201,2319,"condition_era any time prior through 0 days relative to index: Pneumonic plague",201,254561,1,0
254576201,2320,"condition_era any time prior through 0 days relative to index: Histoplasma capsulatum with pneumonia",201,254576,1,0
254583201,2321,"condition_era any time prior through 0 days relative to index: Kaposi's sarcoma of lung",201,254583,1,0
254591201,2322,"condition_era any time prior through 0 days relative to index: Secondary malignant neoplasm of lung",201,254591,1,0.000916712642066385
254669201,2323,"condition_era any time prior through 0 days relative to index: Disorder of vocal cord",201,254669,1,4.71842418105199e-05
254676201,2324,"condition_era any time prior through 0 days relative to index: Lung involvement associated with another disorder",201,254676,1,0.000293567197310071
254677201,2325,"condition_era any time prior through 0 days relative to index: Adenoviral pneumonia",201,254677,1,0
254790201,2326,"condition_era any time prior through 0 days relative to index: Contusion of lung with open wound into thorax",201,254790,1,0
254796201,2327,"condition_era any time prior through 0 days relative to index: Open wound of nose with complication",201,254796,1,0
254830201,2328,"condition_era any time prior through 0 days relative to index: Foreign body in lung",201,254830,1,0
254832201,2329,"condition_era any time prior through 0 days relative to index: Injury at T7-T12 level with central cord syndrome AND without bone injury",201,254832,1,0
255059201,2330,"condition_era any time prior through 0 days relative to index: Congenital bronchiectasis",201,255059,1,0
255105201,2331,"condition_era any time prior through 0 days relative to index: Extradural hemorrhage following injury without open intracranial wound AND with loss of consciousness",201,255105,1,0
255175201,2332,"condition_era any time prior through 0 days relative to index: Nodular tuberculosis of lung",201,255175,1,0
255192201,2333,"condition_era any time prior through 0 days relative to index: Primary malignant neoplasm of commissure of lip",201,255192,1,0
255302201,2334,"condition_era any time prior through 0 days relative to index: Spontaneous pneumothorax",201,255302,1,0.000312100210779633
255304201,2335,"condition_era any time prior through 0 days relative to index: Lung disease with systemic sclerosis",201,255304,1,9.32989536712153e-05
255566201,2336,"condition_era any time prior through 0 days relative to index: Acute tracheitis with obstruction",201,255566,1,0
255677201,2337,"condition_era any time prior through 0 days relative to index: Open wound of nose without complication",201,255677,1,0
255841201,2338,"condition_era any time prior through 0 days relative to index: Chronic bronchitis",201,255841,1,0.000949656359031555
255848201,2339,"condition_era any time prior through 0 days relative to index: Pneumonia",201,255848,1,0.000157497952786947
255891201,2340,"condition_era any time prior through 0 days relative to index: Lupus erythematosus",201,255891,1,0
255919201,2341,"condition_era any time prior through 0 days relative to index: Finding of head and neck region",201,255919,1,0
255962201,2342,"condition_era any time prior through 0 days relative to index: Open wound of nasal sinus with complication",201,255962,1,0
256018201,2343,"condition_era any time prior through 0 days relative to index: Tuberculosis of lung, confirmed histologically",201,256018,1,0
256142201,2344,"condition_era any time prior through 0 days relative to index: Dental arch relationship anomaly",201,256142,1,0
256144201,2345,"condition_era any time prior through 0 days relative to index: Malocclusion, Angle class II, division 1",201,256144,1,0
256197201,2346,"condition_era any time prior through 0 days relative to index: Rheumatoid lung disease",201,256197,1,1.81683288398458e-05
256244201,2347,"condition_era any time prior through 0 days relative to index: Ophthalmic electrodiagnostic finding",201,256244,1,0
256439201,2348,"condition_era any time prior through 0 days relative to index: Allergic rhinitis due to pollen",201,256439,1,0.000663270783356343
256448201,2349,"condition_era any time prior through 0 days relative to index: Chronic asthmatic bronchitis",201,256448,1,0.000637859246801033
256449201,2350,"condition_era any time prior through 0 days relative to index: Bronchiectasis",201,256449,1,0.000428797151484384
256556201,2351,"condition_era any time prior through 0 days relative to index: Extradural hemorrhage following injury without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) AND return to pre-existing conscious level",201,256556,1,0
256633201,2352,"condition_era any time prior through 0 days relative to index: Primary malignant neoplasm of base of tongue",201,256633,1,0
256717201,2353,"condition_era any time prior through 0 days relative to index: Bronchospasm",201,256717,1,0.000133628912105341
256723201,2354,"condition_era any time prior through 0 days relative to index: Pneumonia and influenza",201,256723,1,0
256810201,2355,"condition_era any time prior through 0 days relative to index: Choanal atresia",201,256810,1,0
256811201,2356,"condition_era any time prior through 0 days relative to index: Congenital anomaly of nose",201,256811,1,0
256844201,2357,"condition_era any time prior through 0 days relative to index: Extradural hemorrhage following injury without open intracranial wound AND with moderate loss of consciousness",201,256844,1,0
256909201,2358,"condition_era any time prior through 0 days relative to index: Primary pulmonary coccidioidomycosis",201,256909,1,0
257004201,2359,"condition_era any time prior through 0 days relative to index: Acute exacerbation of chronic obstructive airways disease",201,257004,1,0.000982404948515424
257007201,2360,"condition_era any time prior through 0 days relative to index: Allergic rhinitis",201,257007,1,0.00159966568396367
257008201,2361,"condition_era any time prior through 0 days relative to index: Parapharyngeal abscess",201,257008,1,2.69497824052147e-05
257010201,2362,"condition_era any time prior through 0 days relative to index: Abscess of lung",201,257010,1,0.000112023156783616
257011201,2363,"condition_era any time prior through 0 days relative to index: Acute upper respiratory infection",201,257011,1,0.00088723907325881
257012201,2364,"condition_era any time prior through 0 days relative to index: Chronic sinusitis",201,257012,1,0.00054196510971803
257094201,2365,"condition_era any time prior through 0 days relative to index: Congenital anomaly of lung",201,257094,1,0
257143201,2366,"condition_era any time prior through 0 days relative to index: Open wound of multiple sites of nose without complication",201,257143,1,0
257315201,2367,"condition_era any time prior through 0 days relative to index: Bacterial pneumonia",201,257315,1,0.000146041259016734
257412201,2368,"condition_era any time prior through 0 days relative to index: Open wound of trachea with complication",201,257412,1,0
257581201,2369,"condition_era any time prior through 0 days relative to index: Exacerbation of asthma",201,257581,1,0.000119249313156838
257582201,2370,"condition_era any time prior through 0 days relative to index: Pneumonitis due to inhalation of oil or essence",201,257582,1,0
257586201,2371,"condition_era any time prior through 0 days relative to index: Anterior open bite",201,257586,1,0
